,Subtype_0,Subtype_1,Subtype_2,Subtype_3
cg19283506,-1.2257913353873469,-2.4253018502095047,-1.4971271265694088,1.2257913353873469
cg05181702,-1.8384246008954013,1.532470947838844,-2.3121173738266427,-1.532470947838844
cg07333231,0.15064518176008426,-2.185123147557372,-0.6106711218146984,-0.15064518176008426
cg22773661,-1.9846426827762456,-2.233642273794483,-1.4728776116529931,1.4728776116529931
cg10909185,-2.1297176073943995,0.042151269614194777,-0.9395618669818429,-0.042151269614194777
cg22308501,-0.854831404651295,-2.373883139063577,-1.4571283315561363,0.854831404651295
cg07994622,-1.4289957017501742,-2.1781481646547296,0.3454066503814152,-0.3454066503814152
cg26559315,-2.298077195702516,0.42343139369973665,-0.8012341732962327,-0.42343139369973665
cg02966153,-0.7328982012313834,0.4794259682176382,-2.3095112269690867,-0.4794259682176382
cg07087293,-1.8278739876381391,-2.035899624047504,-2.096411392949518,1.8278739876381391
cg24816460,-0.683909761691287,-0.9443087462917047,-2.3773137249394622,0.683909761691287
cg08682544,-2.251151682835805,1.028850512436956,-1.028850512436956,-1.8764226999962739
cg20366601,-1.8769698950637095,0.6182060088871597,-2.080781624654796,-0.6182060088871597
cg03414318,-1.4917655687137448,-2.4154003868671188,1.1053266967777815,-1.1053266967777815
cg08253651,-1.566297213997167,1.269821301026063,-1.269821301026063,-2.4130041777468008
cg09307104,-1.3041853513511987,-1.9527677808716335,-2.2528203444526658,1.3041853513511987
cg19712965,-2.255731690475934,-1.5685523267843893,-1.9344254491840087,1.5685523267843893
cg22992730,-0.553850354935788,-2.338325344337043,-0.8288494599427635,0.553850354935788
cg09016243,-0.7360103903468378,-2.276494754177774,-0.37074092734580866,0.37074092734580866
cg25830696,-0.6114274988198222,-2.312371504747613,-0.5604692930989855,0.5604692930989855
cg07219667,-1.1282159229697708,-2.3987166925083847,-1.5751521552073255,1.1282159229697708
cg05920961,-1.519603423985267,0.1798594969004668,-2.0367169806857324,-0.1798594969004668
cg04010684,-1.9706746062798417,-1.5166100466877726,-2.2394943846467523,1.5166100466877726
cg17325959,-1.2655890195834598,-2.2380479256560273,-0.3668381055591652,0.3668381055591652
cg09088988,-0.9883026139061831,-2.2272319879876354,0.2478304065108614,-0.2478304065108614
cg19166660,-1.4113145039936486,-2.161657906786521,0.3034445624869983,-0.3034445624869983
cg18420512,-0.6682642543032388,-2.232790207815536,-0.26138075420876306,0.26138075420876306
cg25485875,-2.187316675809337,-1.9522874385780604,-1.773698669827126,1.773698669827126
cg26036626,-1.1827684879154143,-2.4401120676169405,1.1827684879154143,-1.3788952235078957
cg01118451,-2.1407378594617024,-0.8974553304389173,-1.9709850078289022,0.8974553304389173
cg03847932,-1.6336537609788602,1.382080932229301,-1.382080932229301,-2.3969247456325538
cg00240734,-0.6044782056077012,-2.1853139427801835,-0.15247976947687902,0.15247976947687902
cg15658945,-0.953669139816256,-2.2347877276839623,-0.258670227805471,0.258670227805471
cg03923561,-1.4941606682198292,-0.3573523970594162,0.3573523970594162,-2.158807975200551
cg16814680,-0.4596988573177365,-2.308478877601733,-0.7867280867452671,0.4596988573177365
cg07875430,-1.6956835069806675,0.02659223479462092,-1.7921203066455684,-0.02659223479462092
cg18983604,-1.9558468907502724,-0.9231854646718398,-2.1626371198947076,0.9231854646718398
cg27236875,-1.4727712634593377,-2.374974352459608,0.8735335363961911,-0.8735335363961911
cg23429746,-1.2403493922188402,-2.4041864208641646,-1.5960156381332948,1.2403493922188402
cg10028227,-1.7027817337628788,-1.665822657189228,-2.3383613120921716,1.665822657189228
cg13763061,-0.8343167262100187,-2.3772036314376943,-0.7226124898528061,0.7226124898528061
cg15598662,-2.340767782700928,-0.5472150271753385,-1.0075331732754098,0.5472150271753385
cg17840061,-0.537330912074661,-2.2094895660264453,-0.2379255556341018,0.2379255556341018
cg03514404,-0.3571407744084336,-2.1192685839258276,-0.07238524921137676,0.07238524921137676
cg14521995,-0.7004231626428461,0.7004231626428461,-2.0422095915648026,-1.976367331852041
cg11409659,-0.5935501475492572,-2.3494812132306495,0.5935501475492572,-0.8406263082468032
cg13238990,-0.9666469802096398,-2.424262901582129,0.9666469802096398,-1.298824740538841
cg23010538,-1.5711858884041108,-1.5279612809004584,1.5279612809004584,-2.3984697667663677
cg06427821,0.5168193324775935,-2.323749663703743,-0.5168193324775935,-1.1208142530376672
cg20870512,-1.5071240333454394,-2.398363957277441,1.0173267431975197,-1.0173267431975197
cg12212555,-2.1527183592182326,-2.0294737109170704,-1.7150699971867318,1.7150699971867318
cg04056343,-1.1601210728413456,-1.9865719822688914,1.1601210728413456,-2.2083285319842325
cg13564825,-0.9819431078478015,-2.4007655526776155,-0.7882530090162014,0.7882530090162014
cg16749235,-1.2722238074289143,-2.1823504666411533,0.25947032800654635,-0.25947032800654635
cg27594756,-1.9901155779943718,0.5720302613230627,-1.9497483694251396,-0.5720302613230627
cg24493446,-1.566236322495892,-2.176943606499388,0.4491565515972593,-0.4491565515972593
cg09597400,-1.2182660326642516,-1.5014023527293892,-2.424076426426563,1.2182660326642516
cg07173275,-1.0356956163878277,-2.140246033949909,-0.08644470485761073,0.08644470485761073
cg00631837,-1.9566016790088903,-1.7491640700000008,0.2762964243945185,-0.2762964243945185
cg02837536,-1.1348511550209095,1.1348511550209095,-2.0086813053943673,-2.1858215282917977
cg27558057,-0.4432935832581284,-0.31652466325804274,-2.218213525725573,0.31652466325804274
cg26307359,-0.7653007509541122,-2.3627987573855136,-0.6902500526866306,0.6902500526866306
cg18447772,-1.3296752808902375,-0.943098174218766,0.943098174218766,-2.4166521474033753
cg14711543,-1.284087756387653,-2.154598323275416,-0.21503207902069726,0.21503207902069726
cg23511613,-1.3942907165842036,-2.3589523610328995,0.7518705079303091,-0.7518705079303091
cg03711182,-1.323519512313155,-2.1431933787850554,0.216741197026197,-0.216741197026197
cg00907211,-0.5796733904136848,-2.2985464812574308,-0.5242115812722364,0.5242115812722364
cg20593831,-1.7765168134051303,-2.3452853858711977,-1.2793548075228243,1.2793548075228243
cg10792302,-0.767376197831975,-2.3622960126689834,0.6861233350674301,-0.6861233350674301
cg22865470,-2.396597451256945,-1.0433856708911153,-1.533376483551622,1.0433856708911153
cg15482792,-1.0455799074468857,-0.4819614822697954,-2.3174098067991205,0.4819614822697954
cg18209212,-0.8202106663538189,-2.401640882331258,-1.235132272996042,0.8202106663538189
cg24977670,-0.5151727228068181,-2.301651713715662,-0.6086289874250725,0.5151727228068181
cg13355248,-1.6533872395719185,-2.15952224323959,-0.49734871016354426,0.49734871016354426
cg17763188,-0.7150307984177379,-2.377557427940754,-0.8520309275441809,0.7150307984177379
cg17036062,-1.2206514347621773,-2.2435833907284732,-1.9519494623959068,1.2206514347621773
cg25905674,-0.5534436621764942,-2.329968211096487,-0.741128427470433,0.5534436621764942
cg23442198,0.993100158690393,-2.4345358598748184,-1.0791231522240239,-0.993100158690393
cg11332363,-0.7844120462100005,-2.3958667422209134,-1.205747098253965,0.7844120462100005
cg19878516,-1.1847841111083819,0.3819924610512383,-2.261466076062614,-0.3819924610512383
cg03646916,-1.665037436629173,1.665037436629173,-2.289441722421995,-1.832930962142314
cg04455164,-1.0800987712056762,-2.4116246068237133,1.0800987712056762,-1.4935489101792188
cg05006473,-0.3828744246856659,-2.1257900123808313,-1.5953640515934233,0.3828744246856659
cg24597158,-1.2424345782151258,-2.0641914712094196,-0.043869208543467826,0.043869208543467826
cg27101125,-1.0392843082667311,-2.422160590741047,-1.4038633053262026,1.0392843082667311
cg00673557,-1.8767441524039294,-2.30062262608914,-1.440961987784738,1.440961987784738
cg04595393,-1.8821041574937567,-1.8892013226484308,-0.3409378595614316,0.3409378595614316
cg26748945,-0.847047194351191,-1.74550115834453,-2.267118948352528,0.847047194351191
cg01765249,-1.0579046661622864,-2.4410320772255036,-1.1025115858914265,1.0579046661622864
cg07852757,-1.836387715298075,-2.2749784235500856,1.0306570589617232,-1.0306570589617232
cg19055639,-0.5641445860008236,-2.090718073045582,-1.8230876415550081,0.5641445860008236
cg06993703,0.15697472654499986,-1.9545007645036616,-1.6285920026792207,-0.15697472654499986
cg26818625,-1.5832345719158436,-2.4079010623594073,-1.412856673087195,1.412856673087195
cg09559047,-2.053032587986802,-1.9295569188067698,-2.009559828053283,1.9295569188067698
cg27558283,-0.7192779714202274,-2.3798111364924446,-0.8673422295626454,0.7192779714202274
cg02955631,-0.7412004794061472,-2.3816220196053233,-0.8437206227370907,0.7412004794061472
cg22725685,-1.2410110336041693,-2.2226408607392303,1.2410110336041693,-1.9861921410536523
cg25764899,-0.04423076676321355,-2.1031645108209185,-0.32962948339910497,0.04423076676321355
cg17033333,0.12157384253181723,-2.0992164347246347,-1.284910075134998,-0.12157384253181723
cg13201808,-0.8107879340036199,-2.189371297130358,0.14401980658892985,-0.14401980658892985
cg11398523,-1.4261197533360812,1.1688356240755793,-2.4332553136743247,-1.1688356240755793
cg20532370,-1.674100594016907,-2.117680338538469,-2.08478132787681,1.674100594016907
cg12726278,-1.4833974371945735,-2.1086817671636555,-2.13117217249655,1.4833974371945735
cg05627029,-1.5287271113506304,0.9855432439513053,-2.386802733553834,-0.9855432439513053
cg11721803,-2.063651387938843,1.4215045101177217,-2.174594683910755,-1.4215045101177217
cg08748671,-1.4813901091086863,-2.4108259227071414,-1.0574509191559087,1.0574509191559087
cg08714996,-0.02608162038371273,-2.094449435330046,-0.3212959398055603,0.02608162038371273
cg27094244,-0.1353545002253754,-2.0912343927094823,0.1353545002253754,-0.15229923687206753
cg00347757,0.47477122223081486,-1.5383582367693907,-2.2024664393451814,-0.47477122223081486
cg05515118,-0.9952371959493901,-2.4358756000115016,-1.1277324316570696,0.9952371959493901
cg06632027,-1.5191064830464138,-2.3830359412365913,-0.9561815516373092,0.9561815516373092
cg02367660,-0.8022292768539988,-2.4054078317526644,-1.0799593880220333,0.8022292768539988
cg03377355,-0.35988938895054334,-2.230697637540612,-0.44477733242968337,0.35988938895054334
cg08782677,-0.3807687939934212,-2.1505168773239216,-0.14510158276646812,0.14510158276646812
cg22696982,-0.9125516618388331,-0.9165510310661922,-2.414283665906755,0.9125516618388331
cg13674271,-0.28638395223949087,-2.1173039425546896,-1.4949279955249672,0.28638395223949087
cg13948585,-0.9499382397145703,-2.3947676580200707,0.9499382397145703,-1.4646149636860961
cg15823845,-0.9121359754934482,-2.4209863912644973,-0.9951801861814555,0.9121359754934482
cg17406148,-0.39941817663108986,-1.0740304878436793,-2.2839526810207413,0.39941817663108986
cg03817911,-1.3383460378409102,-2.2375505838170877,1.3383460378409102,-1.9789791511510888
cg20599798,-1.5092483252234903,-2.37213772672427,0.8990780233606794,-0.8990780233606794
cg26084529,-1.2788150041558757,0.415418812645216,-2.257422485533176,-0.415418812645216
cg15970666,-0.5511997687033942,-0.2991806313183185,-2.2320386601666127,0.2991806313183185
cg03958798,-0.36630258273545324,-2.14406750050453,0.1349357002490272,-0.1349357002490272
cg22212691,-0.7404515497098125,-2.1998341701178905,-0.16833077115595707,0.16833077115595707
cg06025456,-0.31798103725744137,-2.201534249772214,-0.36638196490791886,0.31798103725744137
cg16567137,-0.7171350887061663,-2.297019147655087,-1.5677995452163835,0.7171350887061663
cg00059399,-0.33496278424563464,-2.2040816830380394,0.33496278424563464,-0.3581685850458381
cg17073273,-0.7069425021028606,-2.382921095690976,-0.9538986926852194,0.7069425021028606
cg12544974,-1.2545873937973955,-2.3279887820524316,-0.5780073238153006,0.5780073238153006
cg20386316,-1.422737393365088,1.422737393365088,-2.415161592767071,-1.5442164194393393
cg22302985,-2.1539404848246155,-0.6591872979221052,-0.07060029574287868,0.07060029574287868
cg14182667,-1.6947414942960624,-2.3764088800294303,-1.2730880231238024,1.2730880231238024
cg19098796,-0.19370835739803677,-2.1487308932014875,-1.2630852544428475,0.19370835739803677
cg08194313,-1.4384830024664157,-2.4360360347197476,1.2667135420749938,-1.2667135420749938
cg00631329,-1.894812007819474,-0.3057068835330749,0.3057068835330749,-1.847253856855526
cg19429281,-0.5135032678297394,-1.3441164069709979,-2.284505636047165,0.5135032678297394
cg08190044,-1.8925604709463948,-1.1365364654005188,1.1365364654005188,-2.266666657968019
cg02256631,-0.5973493842432266,-2.343857037001519,0.5973493842432266,-0.7704085721542349
cg09491991,-1.110146313485724,-2.256918191774572,0.3452348822532496,-0.3452348822532496
cg06870284,-1.9454896844705407,-2.1326204297605043,-0.8293880365570212,0.8293880365570212
cg27411547,0.3410758211236065,-1.7551882889629933,-1.9988858562050738,-0.3410758211236065
cg17485838,0.24430486421136416,-2.1874650753280998,-0.3999319326018473,-0.24430486421136416
cg11354603,0.15728372676046326,-2.1829746805214554,-0.15728372676046326,-0.5625652214665888
cg19972696,-0.8542938986025497,-2.225927891196737,-0.2283958789737554,0.2283958789737554
cg21952901,-1.3897373514807199,-2.280097097031328,0.5314056996304152,-0.5314056996304152
cg00240378,0.39906665235026717,-2.254221125020404,-0.39906665235026717,-0.5087019294899038
cg17289451,1.018748309027982,-2.413669178546174,-1.018748309027982,-1.4351517603211252
cg25428398,-2.2798796233079703,-1.8869443935246673,-1.1920864412645307,1.1920864412645307
cg25075147,-2.166270397944372,-1.8688519329558715,0.7769221381984309,-0.7769221381984309
cg24610236,-1.016290637911463,-2.4136960493170876,1.016290637911463,-1.4327596297162635
cg22531183,-0.8658251036248056,0.3048092744170756,-2.2571994597301797,-0.3048092744170756
cg05373692,-1.6125137938923033,-2.257959065872878,0.6630582933119592,-0.6630582933119592
cg00043510,-0.9826740850930373,-1.922914944586459,-2.207291941351532,0.9826740850930373
cg05218311,-1.373934383295493,-0.05998414459610339,-2.0246166618608212,0.05998414459610339
cg24041078,-0.8092107806487976,-2.303651289104484,-0.43946938339045555,0.43946938339045555
cg15744359,-1.4703627618605883,-2.0480893839028163,-0.1596605608334874,0.1596605608334874
cg17445007,-2.13310089024797,-0.21593013262616811,-1.3517168874171384,0.21593013262616811
cg27432847,-0.2826111822587324,-2.2457665287625246,-0.7423829571534136,0.2826111822587324
cg18473652,-1.8744081717196615,-1.7776149628521722,-2.232188624951454,1.7776149628521722
cg07455790,-0.6883349053393654,-2.2595834043749186,-1.632991837126841,0.6883349053393654
cg03126579,-0.5005024545277132,0.340234050922184,-2.236210977813992,-0.340234050922184
cg08377819,-0.16876347217774426,-2.196947527074946,-0.6704180900556574,0.16876347217774426
cg15286044,-1.061059426494585,-2.0870480203677078,-0.0025260938873215215,0.0025260938873215215
cg26961808,-0.5578609196640013,-0.4357095801612157,-2.2730137546965654,0.4357095801612157
cg10800833,-1.6512549947376751,1.0615464101378376,-2.364665854749569,-1.0615464101378376
cg15397593,-0.3490338825985106,-1.7236600854053408,-2.0271571227756886,0.3490338825985106
cg22230229,-0.7008323815654443,-1.4260454458480778,-2.335037635364923,0.7008323815654443
cg12318501,-0.9135110454945794,-2.2606964854034475,-1.8003899704962134,0.9135110454945794
cg11421768,-2.1296016049180784,-1.952210828044967,1.8864695261123308,-1.8864695261123308
cg00739467,-1.2242377291883113,-2.432607383176921,-1.4532379172564305,1.2242377291883113
cg18956481,-1.4715381831499679,-2.4314038957424273,-1.3268717904440837,1.3268717904440837
cg22510337,1.4459588248763555,-2.3640131803665527,-1.7308213001994568,-1.4459588248763555
cg08663159,-0.18463540617569663,-2.1968535967361964,-0.9946302817034277,0.18463540617569663
cg13448816,-1.307062981834271,-2.425509641149944,-0.9795599678666954,0.9795599678666954
cg01725586,-1.5933561143781185,-2.19164963858403,-2.021765950411732,1.5933561143781185
cg17016394,-2.150589229401806,1.6663828825677685,-1.6663828825677685,-2.0508349431917723
cg23920953,-2.172442593050688,0.6164396337620879,-0.6164396337620879,-1.7404843352162283
cg11386792,-1.3752487709036196,0.29184347460620746,-2.1681146713984183,-0.29184347460620746
cg20534596,-0.8928034298456737,-2.239757059411843,-0.26327389670010287,0.26327389670010287
cg01961086,0.42802587053251373,-2.2984359184510454,-0.42802587053251373,-0.7831182396375301
cg25343990,-1.6188918470315896,-1.7085560393090704,-2.3477839883923766,1.6188918470315896
cg26891150,0.013085893926162958,-2.11710713763415,-0.5091987357312303,-0.013085893926162958
cg14261272,-0.688805304213924,-2.37621431501343,-0.9027827577045255,0.688805304213924
cg10508295,-2.1980287353845602,-0.7707066425617362,-1.8162001228417641,0.7707066425617362
cg19419279,-2.0864061159548823,1.643935038973964,-1.643935038973964,-2.1250129445542387
cg18704691,-1.7366931493465227,-2.3597299783047108,-1.4758201843720928,1.4758201843720928
cg26429674,-0.8792355844146809,-2.417779717152478,0.8792355844146809,-1.019652223257031
cg24750614,-1.8385166451453805,-2.3197655132460078,-1.3305401309244702,1.3305401309244702
cg20610452,-0.04044739298551146,-2.0272699921010062,-0.042511864132184024,0.04044739298551146
cg13096007,-1.6359220615304866,0.6794156549119137,-2.254606698703754,-0.6794156549119137
cg17760405,-1.9401055557745899,1.6861800770233686,-2.2260150486531685,-1.6861800770233686
cg16304215,-0.7144940777284075,-2.2593157159244943,-0.3250978430639685,0.3250978430639685
cg05033333,-1.0742604347036222,0.6109684515725425,-2.357793271704159,-0.6109684515725425
cg13620034,-2.29266264529334,-0.8427795115923583,0.8427795115923583,-1.6884926664592876
cg14126688,-1.7840005305575333,1.7840005305575333,-2.0224680124109264,-2.130371454872907
cg17751438,-0.5765232762336412,-2.1351048748120025,0.03983605999630813,-0.03983605999630813
cg03896836,-0.9658604436460014,-2.3087731855715767,-0.4475068117556383,0.4475068117556383
cg25925006,-1.7676146077328183,1.05975966470112,-2.3170512720394845,-1.05975966470112
